"County"	"County Code"	"Deaths"	"Population"	"Crude Rate"	"Age Adjusted Rate"	"% of Total Deaths"
	"Jasper County, SC"	"45053"	3514	427132	822.7	848.3	0.0%
	"Kershaw County, SC"	"45055"	10233	1056232	968.8	895.1	0.0%
	"Lancaster County, SC"	"45057"	12370	1300681	951.0	864.9	0.0%
	"Laurens County, SC"	"45059"	13664	1214272	1125.3	987.3	0.0%
	"Lee County, SC"	"45061"	3992	348419	1145.7	1067.4	0.0%
	"Lexington County, SC"	"45063"	35884	4481742	800.7	837.6	0.1%
	"McCormick County, SC"	"45065"	2181	180360	1209.2	890.2	0.0%
	"Marion County, SC"	"45067"	7182	604954	1187.2	1091.7	0.0%
	"Marlboro County, SC"	"45069"	6014	512293	1173.9	1136.0	0.0%
	"Newberry County, SC"	"45071"	7423	665521	1115.4	914.9	0.0%
	"Oconee County, SC"	"45073"	13592	1292386	1051.7	855.9	0.0%
	"Orangeburg County, SC"	"45075"	18057	1644678	1097.9	993.9	0.0%
	"Pickens County, SC"	"45077"	18253	2096779	870.5	863.6	0.0%
	"Richland County, SC"	"45079"	48646	6588405	738.4	874.2	0.1%
	"Saluda County, SC"	"45081"	3684	351914	1046.8	870.1	0.0%
	"Spartanburg County, SC"	"45083"	48837	4954827	985.6	948.6	0.1%
	"Sumter County, SC"	"45085"	17776	1915369	928.1	936.4	0.0%
	"Union County, SC"	"45087"	6750	521228	1295.0	1041.0	0.0%
	"Williamsburg County, SC"	"45089"	7208	627253	1149.1	1040.4	0.0%
	"York County, SC"	"45091"	29209	3747291	779.5	867.6	0.1%
	"Aurora County, SD"	"46003"	585	50493	1158.6	674.2	0.0%
	"Beadle County, SD"	"46005"	3510	309664	1133.5	756.9	0.0%
	"Bennett County, SD"	"46007"	576	62591	920.3	964.4	0.0%
	"Bon Homme County, SD"	"46009"	1425	127293	1119.5	632.9	0.0%
	"Brookings County, SD"	"46011"	3398	557180	609.9	666.4	0.0%
	"Brown County, SD"	"46013"	6531	656736	994.5	715.6	0.0%
	"Brule County, SD"	"46015"	990	93620	1057.5	729.5	0.0%
	"Buffalo County, SD"	"46017"	349	35841	973.7	1463.8	0.0%
	"Butte County, SD"	"46019"	1799	175265	1026.4	815.5	0.0%
	"Campbell County, SD"	"46021"	262	27726	945.0	534.9	0.0%
	"Charles Mix County, SD"	"46023"	1856	165232	1123.3	801.5	0.0%
	"Clark County, SD"	"46025"	866	68469	1264.8	705.1	0.0%
	"Clay County, SD"	"46027"	1688	248073	680.4	754.3	0.0%
	"Codington County, SD"	"46029"	4224	484741	871.4	700.3	0.0%
	"Corson County, SD"	"46031"	752	74529	1009.0	1173.2	0.0%
	"Custer County, SD"	"46033"	1442	143443	1005.3	695.2	0.0%
	"Davison County, SD"	"46035"	3555	348006	1021.5	705.1	0.0%
	"Day County, SD"	"46037"	1498	104656	1431.4	777.7	0.0%
	"Deuel County, SD"	"46039"	870	78860	1103.2	695.0	0.0%
	"Dewey County, SD"	"46041"	1036	101271	1023.0	1285.6	0.0%
	"Douglas County, SD"	"46043"	781	56608	1379.7	652.8	0.0%
	"Edmunds County, SD"	"46045"	904	73987	1221.8	674.4	0.0%
	"Fall River County, SD"	"46047"	2026	127840	1584.8	932.1	0.0%
	"Faulk County, SD"	"46049"	535	43752	1222.8	645.1	0.0%
	"Grant County, SD"	"46051"	1609	134029	1200.5	761.1	0.0%
	"Gregory County, SD"	"46053"	1240	78821	1573.2	787.2	0.0%
	"Haakon County, SD"	"46055"	470	36060	1303.4	713.4	0.0%
	"Hamlin County, SD"	"46057"	1271	103639	1226.4	773.9	0.0%
	"Hand County, SD"	"46059"	786	62392	1259.8	624.4	0.0%
	"Hanson County, SD"	"46061"	382	60373	632.7	617.5	0.0%
	"Harding County, SD"	"46063"	156	23263	670.6	571.4	0.0%
	"Hughes County, SD"	"46065"	2572	304422	844.9	711.7	0.0%
	"Hutchinson County, SD"	"46067"	2112	135390	1559.9	698.8	0.0%
	"Hyde County, SD"	"46069"	393	26931	1459.3	771.4	0.0%
	"Jackson County, SD"	"46071"	558	54865	1017.0	981.9	0.0%
	"Jerauld County, SD"	"46073"	512	37792	1354.8	620.2	0.0%
	"Jones County, SD"	"46075"	160	18684	856.3	556.0	0.0%
	"Kingsbury County, SD"	"46077"	1456	95209	1529.3	809.3	0.0%
	"Lake County, SD"	"46079"	1946	204897	949.7	667.4	0.0%
	"Lawrence County, SD"	"46081"	3751	421662	889.6	672.1	0.0%
	"Lincoln County, SD"	"46083"	3540	707931	500.0	572.3	0.0%
	"Lyman County, SD"	"46085"	590	68693	858.9	825.4	0.0%
	"McCook County, SD"	"46087"	1318	102429	1286.7	784.5	0.0%
	"McPherson County, SD"	"46089"	688	46526	1478.7	655.1	0.0%
	"Marshall County, SD"	"46091"	979	83140	1177.5	712.1	0.0%
	"Meade County, SD"	"46093"	3387	457531	740.3	775.5	0.0%
	"Mellette County, SD"	"46095"	420	37040	1133.9	1099.1	0.0%
	"Miner County, SD"	"46097"	638	44778	1424.8	718.1	0.0%
	"Minnehaha County, SD"	"46099"	21649	2974497	727.8	742.4	0.0%
	"Moody County, SD"	"46101"	1030	117086	879.7	680.9	0.0%
	"Pennington County, SD"	"46103"	13233	1762149	751.0	691.7	0.0%
	"Perkins County, SD"	"46105"	783	55384	1413.8	744.3	0.0%
	"Potter County, SD"	"46107"	707	43762	1615.6	740.5	0.0%
	"Roberts County, SD"	"46109"	2068	181779	1137.6	848.2	0.0%
	"Sanborn County, SD"	"46111"	490	44034	1112.8	719.1	0.0%
	"Shannon County, SD"	"46113"	2232	241694	923.5	1521.0	0.0%
	"Spink County, SD"	"46115"	1439	121695	1182.5	740.2	0.0%
	"Stanley County, SD"	"46117"	333	51695	644.2	606.0	0.0%
	"Sully County, SD"	"46119"	181	25892	699.1	525.4	0.0%
	"Todd County, SD"	"46121"	1464	172374	849.3	1306.8	0.0%
	"Tripp County, SD"	"46123"	1350	105527	1279.3	746.0	0.0%
	"Turner County, SD"	"46125"	1913	152163	1257.2	736.5	0.0%
	"Union County, SD"	"46127"	1965	247679	793.4	677.9	0.0%
	"Walworth County, SD"	"46129"	1493	100363	1487.6	842.5	0.0%
	"Yankton County, SD"	"46135"	3715	398655	931.9	686.3	0.0%
	"Ziebach County, SD"	"46137"	254	48787	520.6	800.5	0.0%
	"Anderson County, TN"	"47001"	15528	1325155	1171.8	871.9	0.0%
	"Bedford County, TN"	"47003"	7582	771442	982.8	980.7	0.0%
	"Benton County, TN"	"47005"	4277	295420	1447.8	1059.0	0.0%
	"Bledsoe County, TN"	"47007"	2181	235178	927.4	887.3	0.0%
	"Blount County, TN"	"47009"	21794	2127644	1024.3	858.3	0.0%
	"Bradley County, TN"	"47011"	15997	1728999	925.2	901.2	0.0%
	"Campbell County, TN"	"47013"	9157	723471	1265.7	1050.8	0.0%
	"Cannon County, TN"	"47015"	2739	241766	1132.9	963.0	0.0%
	"Carroll County, TN"	"47017"	7579	518300	1462.3	1098.7	0.0%
	"Carter County, TN"	"47019"	11859	1028778	1152.7	919.0	0.0%
	"Cheatham County, TN"	"47021"	5788	687108	842.4	984.5	0.0%
	"Chester County, TN"	"47023"	2935	298902	981.9	873.0	0.0%
	"Claiborne County, TN"	"47025"	6883	562327	1224.0	1082.9	0.0%
	"Clay County, TN"	"47027"	1880	141625	1327.4	1005.5	0.0%
	"Cocke County, TN"	"47029"	7969	626704	1271.6	1106.1	0.0%
	"Coffee County, TN"	"47031"	10622	927360	1145.4	1000.5	0.0%
	"Crockett County, TN"	"47033"	3251	261196	1244.7	979.5	0.0%
	"Cumberland County, TN"	"47035"	11757	962489	1221.5	808.8	0.0%
	"Davidson County, TN"	"47037"	91198	11073402	823.6	898.8	0.2%
	"Decatur County, TN"	"47039"	3020	210422	1435.2	991.5	0.0%
	"DeKalb County, TN"	"47041"	3969	331369	1197.8	1029.4	0.0%
	"Dickson County, TN"	"47043"	8334	859725	969.4	955.8	0.0%
	"Dyer County, TN"	"47045"	7750	680293	1139.2	1023.2	0.0%
	"Fayette County, TN"	"47047"	5984	637887	938.1	845.1	0.0%
	"Fentress County, TN"	"47049"	4036	314379	1283.8	1105.9	0.0%
	"Franklin County, TN"	"47051"	8101	731631	1107.3	903.4	0.0%
	"Gibson County, TN"	"47053"	12303	878151	1401.0	1071.3	0.0%
	"Giles County, TN"	"47055"	6250	528373	1182.9	967.8	0.0%
	"Grainger County, TN"	"47057"	4405	396206	1111.8	1032.4	0.0%
	"Greene County, TN"	"47059"	14344	1201705	1193.6	983.2	0.0%
	"Grundy County, TN"	"47061"	3411	249990	1364.5	1163.5	0.0%
	"Hamblen County, TN"	"47063"	12120	1098584	1103.2	974.2	0.0%
	"Hamilton County, TN"	"47065"	58733	5924760	991.3	857.4	0.1%
	"Hancock County, TN"	"47067"	1654	121056	1366.3	1123.5	0.0%
	"Hardeman County, TN"	"47069"	5193	490761	1058.2	985.5	0.0%
	"Hardin County, TN"	"47071"	6174	464484	1329.2	1028.4	0.0%
	"Hawkins County, TN"	"47073"	11132	1002440	1110.5	958.7	0.0%
	"Haywood County, TN"	"47075"	3729	341584	1091.7	973.1	0.0%
	"Henderson County, TN"	"47077"	5665	486656	1164.1	1046.4	0.0%
	"Henry County, TN"	"47079"	8082	572569	1411.5	1033.3	0.0%
	"Hickman County, TN"	"47081"	4430	429155	1032.3	996.4	0.0%
	"Houston County, TN"	"47083"	1910	147399	1295.8	1014.8	0.0%
	"Humphreys County, TN"	"47085"	3948	327283	1206.3	1002.2	0.0%
	"Jackson County, TN"	"47087"	2645	204934	1290.7	1033.7	0.0%
	"Jefferson County, TN"	"47089"	9281	889542	1043.3	935.5	0.0%
	"Johnson County, TN"	"47091"	3777	323252	1168.4	933.1	0.0%
	"Knox County, TN"	"47093"	69649	7529340	925.0	880.8	0.2%
	"Lake County, TN"	"47095"	1769	140841	1256.0	1158.3	0.0%
	"Lauderdale County, TN"	"47097"	5096	493852	1031.9	1037.5	0.0%
	"Lawrence County, TN"	"47099"	8464	742706	1139.6	975.2	0.0%
	"Lewis County, TN"	"47101"	2481	212307	1168.6	1004.9	0.0%
	"Lincoln County, TN"	"47103"	6978	586427	1189.9	971.7	0.0%
	"Loudon County, TN"	"47105"	9374	824924	1136.3	830.9	0.0%
	"McMinn County, TN"	"47107"	10747	924496	1162.5	971.8	0.0%
	"McNairy County, TN"	"47109"	5965	458195	1301.8	1057.1	0.0%
	"Macon County, TN"	"47111"	4364	392086	1113.0	1050.7	0.0%
	"Madison County, TN"	"47113"	16261	1728714	940.6	889.5	0.0%
	"Marion County, TN"	"47115"	5893	504951	1167.0	1042.2	0.0%
	"Marshall County, TN"	"47117"	5309	528141	1005.2	966.9	0.0%
	"Maury County, TN"	"47119"	13637	1402769	972.1	938.5	0.0%
	"Meigs County, TN"	"47121"	2347	206477	1136.7	1061.6	0.0%
	"Monroe County, TN"	"47123"	8294	772511	1073.6	940.7	0.0%
	"Montgomery County, TN"	"47125"	18016	2918598	617.3	915.4	0.0%
	"Moore County, TN"	"47127"	1030	110352	933.4	716.3	0.0%
	"Morgan County, TN"	"47129"	3760	381015	986.8	968.1	0.0%
	"Obion County, TN"	"47131"	6982	572103	1220.4	977.7	0.0%
	"Overton County, TN"	"47133"	4784	384359	1244.7	1041.5	0.0%
	"Perry County, TN"	"47135"	1844	139215	1324.6	1044.1	0.0%
	"Pickett County, TN"	"47137"	1181	90959	1298.4	914.1	0.0%
	"Polk County, TN"	"47139"	3708	297235	1247.5	1063.7	0.0%
	"Putnam County, TN"	"47141"	12591	1247721	1009.1	936.5	0.0%
	"Rhea County, TN"	"47143"	6248	553082	1129.7	983.7	0.0%
	"Roane County, TN"	"47145"	11751	956849	1228.1	929.7	0.0%
	"Robertson County, TN"	"47147"	10168	1124391	904.3	975.5	0.0%
	"Rutherford County, TN"	"47149"	25718	4354457	590.6	837.0	0.1%
	"Scott County, TN"	"47151"	4241	393345	1078.2	1066.9	0.0%
	"Sequatchie County, TN"	"47153"	2428	239979	1011.8	916.9	0.0%
	"Sevier County, TN"	"47155"	14542	1526729	952.5	881.0	0.0%
	"Shelby County, TN"	"47157"	140250	16552912	847.3	953.1	0.3%
	"Smith County, TN"	"47159"	3702	336366	1100.6	1029.0	0.0%
	"Stewart County, TN"	"47161"	2769	232988	1188.5	1004.2	0.0%
	"Sullivan County, TN"	"47163"	33705	2790845	1207.7	919.3	0.1%
	"Sumner County, TN"	"47165"	22510	2757155	816.4	837.2	0.1%
	"Tipton County, TN"	"47167"	9040	1039618	869.6	990.8	0.0%
	"Trousdale County, TN"	"47169"	1656	137446	1204.8	1092.6	0.0%
	"Unicoi County, TN"	"47171"	4588	323858	1416.7	1002.3	0.0%
	"Union County, TN"	"47173"	3291	338243	973.0	981.2	0.0%
	"Van Buren County, TN"	"47175"	1113	99463	1119.0	949.2	0.0%
	"Warren County, TN"	"47177"	8005	707938	1130.7	1005.0	0.0%
	"Washington County, TN"	"47179"	22291	2119353	1051.8	909.2	0.0%
	"Wayne County, TN"	"47181"	3354	305179	1099.0	934.5	0.0%
	"Weakley County, TN"	"47183"	6708	619347	1083.1	911.1	0.0%
	"White County, TN"	"47185"	5751	450675	1276.1	1031.0	0.0%
	"Williamson County, TN"	"47187"	15908	3049383	521.7	662.4	0.0%
	"Wilson County, TN"	"47189"	15155	1944325	779.4	848.2	0.0%
	"Anderson County, TX"	"48001"	11032	1025470	1075.8	1065.5	0.0%
	"Andrews County, TX"	"48003"	2140	262763	814.4	914.8	0.0%
	"Angelina County, TX"	"48005"	14766	1518600	972.3	915.2	0.0%
	"Aransas County, TX"	"48007"	5530	422526	1308.8	896.5	0.0%
	"Archer County, TX"	"48009"	1362	160113	850.6	729.0	0.0%
	"Armstrong County, TX"	"48011"	497	35730	1391.0	890.8	0.0%
	"Atascosa County, TX"	"48013"	6238	787058	792.6	828.6	0.0%
	"Austin County, TX"	"48015"	4872	486585	1001.3	821.7	0.0%
	"Bailey County, TX"	"48017"	1108	125180	885.1	802.2	0.0%
	"Bandera County, TX"	"48019"	3269	356062	918.1	698.6	0.0%
	"Bastrop County, TX"	"48021"	9730	1266902	768.0	837.8	0.0%
	"Baylor County, TX"	"48023"	1131	68690	1646.5	951.3	0.0%
	"Bee County, TX"	"48025"	4190	580433	721.9	828.5	0.0%
	"Bell County, TX"	"48027"	32566	5183995	628.2	818.9	0.1%
	"Bexar County, TX"	"48029"	200773	29427300	682.3	785.8	0.4%
	"Blanco County, TX"	"48031"	1894	178017	1063.9	776.3	0.0%
	"Borden County, TX"	"48033"	80	11734	681.8	519.6	0.0%
	"Bosque County, TX"	"48035"	4517	320856	1407.8	897.8	0.0%
	"Bowie County, TX"	"48037"	17521	1640429	1068.1	948.9	0.0%
	"Brazoria County, TX"	"48039"	34338	5299188	648.0	827.0	0.1%
	"Brazos County, TX"	"48041"	15055	3289952	457.6	729.1	0.0%
	"Brewster County, TX"	"48043"	1355	162425	834.2	693.8	0.0%
	"Briscoe County, TX"	"48045"	355	29909	1186.9	801.0	0.0%
	"Brooks County, TX"	"48047"	1419	134249	1057.0	924.1	0.0%
	"Brown County, TX"	"48049"	8597	682938	1258.8	972.3	0.0%
	"Burleson County, TX"	"48051"	3243	306554	1057.9	800.0	0.0%
	"Burnet County, TX"	"48053"	7514	733543	1024.3	760.8	0.0%
	"Caldwell County, TX"	"48055"	5311	664635	799.1	805.3	0.0%
	"Calhoun County, TX"	"48057"	3420	380575	898.6	841.6	0.0%
	"Callahan County, TX"	"48059"	2833	239358	1183.6	899.6	0.0%
	"Cameron County, TX"	"48061"	40348	6929145	582.3	660.9	0.1%
	"Camp County, TX"	"48063"	2610	218140	1196.5	996.2	0.0%
	"Carson County, TX"	"48065"	1157	113011	1023.8	811.2	0.0%
	"Cass County, TX"	"48067"	7132	544799	1309.1	945.4	0.0%
	"Castro County, TX"	"48069"	1112	143479	775.0	754.2	0.0%
	"Chambers County, TX"	"48071"	4049	579628	698.6	883.8	0.0%
	"Cherokee County, TX"	"48073"	9359	889442	1052.2	910.9	0.0%
	"Childress County, TX"	"48075"	1437	130165	1104.0	928.7	0.0%
	"Clay County, TX"	"48077"	2008	195116	1029.1	826.6	0.0%
	"Cochran County, TX"	"48079"	619	58478	1058.5	974.4	0.0%
	"Coke County, TX"	"48081"	989	62313	1587.1	939.4	0.0%
	"Coleman County, TX"	"48083"	2508	158452	1582.8	999.6	0.0%
	"Collin County, TX"	"48085"	50685	12848319	394.5	639.1	0.1%
	"Collingsworth County, TX"	"48087"	793	54928	1443.7	974.9	0.0%
	"Colorado County, TX"	"48089"	4640	371127	1250.2	856.4	0.0%
	"Comal County, TX"	"48091"	15531	1827828	849.7	731.3	0.0%
	"Comanche County, TX"	"48093"	3289	246976	1331.7	880.7	0.0%
	"Concho County, TX"	"48095"	600	72882	823.2	739.1	0.0%
	"Cooke County, TX"	"48097"	7082	684398	1034.8	864.1	0.0%
	"Coryell County, TX"	"48099"	6967	1337676	520.8	862.7	0.0%
	"Cottle County, TX"	"48101"	442	28741	1537.9	894.3	0.0%
	"Crane County, TX"	"48103"	695	76633	906.9	946.3	0.0%
	"Crockett County, TX"	"48105"	659	68738	958.7	869.4	0.0%
	"Crosby County, TX"	"48107"	1335	114909	1161.8	906.3	0.0%
	"Culberson County, TX"	"48109"	335	45922	729.5	704.2	0.0%
	"Dallam County, TX"	"48111"	892	117843	756.9	969.5	0.0%
	"Dallas County, TX"	"48113"	258830	42226019	613.0	802.7	0.6%
	"Dawson County, TX"	"48115"	2514	251459	999.8	897.2	0.0%
	"Deaf Smith County, TX"	"48117"	2730	339764	803.5	828.9	0.0%
	"Delta County, TX"	"48119"	1283	94823	1353.0	960.2	0.0%
	"Denton County, TX"	"48121"	44821	10988721	407.9	704.0	0.1%
	"DeWitt County, TX"	"48123"	4563	364412	1252.2	853.2	0.0%
	"Dickens County, TX"	"48125"	557	44551	1250.3	847.9	0.0%
	"Dimmit County, TX"	"48127"	1589	184464	861.4	808.9	0.0%
	"Donley County, TX"	"48129"	940	66775	1407.7	910.4	0.0%
	"Duval County, TX"	"48131"	2221	218866	1014.8	892.8	0.0%
	"Eastland County, TX"	"48133"	4845	330728	1465.0	985.1	0.0%
	"Ector County, TX"	"48135"	19996	2429487	823.1	989.8	0.0%
	"Edwards County, TX"	"48137"	340	36390	934.3	705.9	0.0%
	"Ellis County, TX"	"48139"	17834	2502013	712.8	869.0	0.0%
	"El Paso County, TX"	"48141"	81684	13736717	594.6	715.8	0.2%
	"Erath County, TX"	"48143"	5733	664682	862.5	815.9	0.0%
	"Falls County, TX"	"48145"	3748	320801	1168.3	923.2	0.0%
	"Fannin County, TX"	"48147"	7639	594893	1284.1	993.5	0.0%
	"Fayette County, TX"	"48149"	5658	428154	1321.5	767.8	0.0%
	"Fisher County, TX"	"48151"	1004	73055	1374.3	829.5	0.0%
	"Floyd County, TX"	"48153"	1339	121713	1100.1	842.5	0.0%
	"Foard County, TX"	"48155"	349	25280	1380.5	783.5	0.0%
	"Fort Bend County, TX"	"48157"	38050	9524998	399.5	623.7	0.1%
	"Franklin County, TX"	"48159"	2022	184759	1094.4	817.2	0.0%
	"Freestone County, TX"	"48161"	3787	342963	1104.2	872.6	0.0%
	"Frio County, TX"	"48163"	2243	309933	723.7	830.0	0.0%
	"Gaines County, TX"	"48165"	1932	301620	640.5	818.2	0.0%
	"Galveston County, TX"	"48167"	42294	5121858	825.8	881.4	0.1%
	"Garza County, TX"	"48169"	924	107147	862.4	901.4	0.0%
	"Gillespie County, TX"	"48171"	5609	426025	1316.6	655.3	0.0%
	"Glasscock County, TX"	"48173"	102	23111	441.3	541.4	0.0%
	"Goliad County, TX"	"48175"	1342	129378	1037.3	744.3	0.0%
	"Gonzales County, TX"	"48177"	3672	352615	1041.4	862.6	0.0%
	"Gray County, TX"	"48179"	4898	405443	1208.1	957.1	0.0%
	"Grayson County, TX"	"48181"	23450	2128138	1101.9	923.1	0.1%
	"Gregg County, TX"	"48183"	22037	2127803	1035.7	961.5	0.0%
	"Grimes County, TX"	"48185"	4532	464812	975.0	898.7	0.0%
	"Guadalupe County, TX"	"48187"	14528	2153618	674.6	724.2	0.0%
	"Hale County, TX"	"48189"	5452	644118	846.4	842.8	0.0%
	"Hall County, TX"	"48191"	962	62250	1545.4	962.5	0.0%
	"Hamilton County, TX"	"48193"	2437	149211	1633.3	901.2	0.0%
	"Hansford County, TX"	"48195"	994	97675	1017.7	896.6	0.0%
	"Hardeman County, TX"	"48197"	906	77034	1176.1	799.5	0.0%
	"Hardin County, TX"	"48199"	9270	943429	982.6	957.4	0.0%
	"Harris County, TX"	"48201"	396210	70754056	560.0	786.7	0.9%
	"Harrison County, TX"	"48203"	11219	1156620	970.0	916.6	0.0%
	"Hartley County, TX"	"48205"	769	105085	731.8	658.3	0.0%
	"Haskell County, TX"	"48207"	1580	106137	1488.6	874.9	0.0%
	"Hays County, TX"	"48209"	12929	2590341	499.1	707.5	0.0%
	"Hemphill County, TX"	"48211"	607	66790	908.8	816.6	0.0%
	"Henderson County, TX"	"48213"	17080	1392122	1226.9	936.4	0.0%
	"Hidalgo County, TX"	"48215"	62294	12903062	482.8	624.8	0.1%
	"Hill County, TX"	"48217"	7449	615683	1209.9	906.4	0.0%
	"Hockley County, TX"	"48219"	3694	414608	891.0	901.3	0.0%
	"Hood County, TX"	"48221"	10118	874692	1156.8	810.7	0.0%
	"Hopkins County, TX"	"48223"	6590	614317	1072.7	895.2	0.0%
	"Houston County, TX"	"48225"	5503	418663	1314.4	924.4	0.0%
	"Howard County, TX"	"48227"	6738	622934	1081.7	1019.5	0.0%
	"Hudspeth County, TX"	"48229"	319	61590	517.9	555.8	0.0%
	"Hunt County, TX"	"48231"	14650	1512308	968.7	923.3	0.0%
	"Hutchinson County, TX"	"48233"	4546	403101	1127.8	973.3	0.0%
	"Irion County, TX"	"48235"	225	29266	768.8	646.3	0.0%
	"Jack County, TX"	"48237"	1614	160870	1003.3	913.4	0.0%
	"Jackson County, TX"	"48239"	2731	256498	1064.7	851.3	0.0%
	"Jasper County, TX"	"48241"	7266	639550	1136.1	961.3	0.0%
	"Jeff Davis County, TX"	"48243"	336	40462	830.4	544.0	0.0%
	"Jefferson County, TX"	"48245"	45140	4521199	998.4	941.9	0.1%
	"Jim Hogg County, TX"	"48247"	895	93892	953.2	858.2	0.0%
	"Jim Wells County, TX"	"48249"	6575	730437	900.1	905.3	0.0%
	"Johnson County, TX"	"48251"	20839	2607495	799.2	917.3	0.0%
	"Jones County, TX"	"48253"	3604	363614	991.2	913.0	0.0%
	"Karnes County, TX"	"48255"	2697	270888	995.6	872.8	0.0%
	"Kaufman County, TX"	"48257"	14038	1702070	824.8	952.7	0.0%
	"Kendall County, TX"	"48259"	5187	563366	920.7	725.4	0.0%
	"Kenedy County, TX"	"48261"	58	7604	762.8	692.6	0.0%
	"Kent County, TX"	"48263"	256	14435	1773.5	853.4	0.0%
	"Kerr County, TX"	"48265"	12016	860469	1396.4	781.7	0.0%
	"Kimble County, TX"	"48267"	1054	81282	1296.7	820.0	0.0%
	"King County, TX"	"48269"	26	5288	491.7	572.0	0.0%
	"Kinney County, TX"	"48271"	644	63095	1020.7	670.4	0.0%
	"Kleberg County, TX"	"48273"	4287	569169	753.2	847.9	0.0%
	"Knox County, TX"	"48275"	1046	69693	1500.9	894.4	0.0%
	"Lamar County, TX"	"48277"	10689	887302	1204.7	958.3	0.0%
	"Lamb County, TX"	"48279"	2981	254833	1169.8	927.6	0.0%
	"Lampasas County, TX"	"48281"	3517	348760	1008.4	844.1	0.0%
	"La Salle County, TX"	"48283"	916	120579	759.7	838.7	0.0%
	"Lavaca County, TX"	"48285"	4563	347474	1313.2	769.0	0.0%
	"Lee County, TX"	"48287"	2818	294885	955.6	795.9	0.0%
	"Leon County, TX"	"48289"	3716	293935	1264.2	909.1	0.0%
	"Liberty County, TX"	"48291"	12732	1349526	943.4	1065.0	0.0%
	"Limestone County, TX"	"48293"	5050	413865	1220.2	996.2	0.0%
	"Lipscomb County, TX"	"48295"	581	58302	996.5	789.7	0.0%
	"Live Oak County, TX"	"48297"	1946	212535	915.6	706.9	0.0%
	"Llano County, TX"	"48299"	5052	335736	1504.8	768.2	0.0%
	"Loving County, TX"	"48301"	11	1450	758.6	700.3	0.0%
	"Lubbock County, TX"	"48303"	38746	4851398	798.7	881.5	0.1%
	"Lynn County, TX"	"48305"	1073	109074	983.7	871.3	0.0%
	"McCulloch County, TX"	"48307"	2032	147387	1378.7	912.8	0.0%
	"McLennan County, TX"	"48309"	36268	4121193	880.0	853.8	0.1%
	"McMullen County, TX"	"48311"	135	13930	969.1	691.4	0.0%
	"Madison County, TX"	"48313"	2379	241496	985.1	890.2	0.0%
	"Marion County, TX"	"48315"	2803	192342	1457.3	1005.7	0.0%
	"Martin County, TX"	"48317"	812	87483	928.2	944.7	0.0%
	"Mason County, TX"	"48319"	885	70279	1259.3	742.3	0.0%
	"Matagorda County, TX"	"48321"	6513	667014	976.4	908.5	0.0%
	"Maverick County, TX"	"48323"	5664	940759	602.1	751.4	0.0%
	"Medina County, TX"	"48325"	6453	797022	809.6	773.5	0.0%
	"Menard County, TX"	"48327"	629	40256	1562.5	849.3	0.0%
	"Midland County, TX"	"48329"	17406	2409511	722.4	787.0	0.0%
	"Milam County, TX"	"48331"	5308	444060	1195.3	887.1	0.0%
	"Mills County, TX"	"48333"	1242	88583	1402.1	795.0	0.0%
	"Mitchell County, TX"	"48335"	1894	167558	1130.4	1020.2	0.0%
	"Montague County, TX"	"48337"	5027	350532	1434.1	1006.5	0.0%
	"Montgomery County, TX"	"48339"	48307	7488740	645.1	791.5	0.1%
	"Moore County, TX"	"48341"	2521	380056	663.3	805.6	0.0%
	"Morris County, TX"	"48343"	3129	233022	1342.8	987.7	0.0%
	"Motley County, TX"	"48345"	331	22442	1474.9	842.5	0.0%
	"Nacogdoches County, TX"	"48347"	9982	1127296	885.5	923.7	0.0%
	"Navarro County, TX"	"48349"	9193	846865	1085.5	957.6	0.0%
	"Newton County, TX"	"48351"	2874	261349	1099.7	983.4	0.0%
	"Nolan County, TX"	"48353"	3369	272436	1236.6	980.3	0.0%
	"Nueces County, TX"	"48355"	46985	6016271	781.0	810.3	0.1%
	"Ochiltree County, TX"	"48357"	1415	176877	800.0	937.2	0.0%
	"Oldham County, TX"	"48359"	279	37181	750.4	784.1	0.0%
	"Orange County, TX"	"48361"	16277	1499510	1085.5	1032.8	0.0%
	"Palo Pinto County, TX"	"48363"	5870	497454	1180.0	980.6	0.0%
	"Panola County, TX"	"48365"	4766	421016	1132.0	949.6	0.0%
	"Parker County, TX"	"48367"	15755	1955561	805.7	869.6	0.0%
	"Parmer County, TX"	"48369"	1407	180702	778.6	764.7	0.0%
	"Pecos County, TX"	"48371"	2130	284563	748.5	824.1	0.0%
	"Polk County, TX"	"48373"	10833	810824	1336.0	1071.8	0.0%
	"Potter County, TX"	"48375"	21368	2141759	997.7	1048.9	0.0%
	"Presidio County, TX"	"48377"	771	134341	573.9	448.3	0.0%
	"Rains County, TX"	"48379"	2175	190222	1143.4	880.4	0.0%
	"Randall County, TX"	"48381"	15595	2096993	743.7	770.4	0.0%
	"Reagan County, TX"	"48383"	477	60627	786.8	938.0	0.0%
	"Real County, TX"	"48385"	819	58041	1411.1	906.8	0.0%
	"Red River County, TX"	"48387"	3626	237349	1527.7	1016.9	0.0%
	"Reeves County, TX"	"48389"	1963	243134	807.4	843.3	0.0%
	"Refugio County, TX"	"48391"	1671	134964	1238.1	919.6	0.0%
	"Roberts County, TX"	"48393"	165	16113	1024.0	930.4	0.0%
	"Robertson County, TX"	"48395"	3506	295222	1187.6	919.2	0.0%
	"Rockwall County, TX"	"48397"	7320	1237964	591.3	742.1	0.0%
